,Dataset,Category,HeadLines
733,bbc dataset,politics,پاناما لیکس کیس کمیشن کے معاملے پر مشاورت کے لیے ایک دن کی مہلت
734,bbc dataset,politics,پاناما لیکس’قانونی تقاضے پورے کیے تو ثبوت پیش کریں‘
735,bbc dataset,politics,پاناما کیس وزیرِاعظم سے تین سوالوں کے جواب طلب
736,bbc dataset,politics,پانی کو ترستے گوادر کے شہری
737,bbc dataset,politics,پانی کو ہتھیار  بنانے کی بھارتی دھمکی کی مذمت
738,bbc dataset,politics,پاک انڈیا تعلقات کی بحالی کی امیدیں
739,bbc dataset,politics,پاک انڈیا تنازع حقائق، دعوے اور مفروضے
740,bbc dataset,politics,پاکستان افغانستان مذاکرات کی فلاپ فلم
741,bbc dataset,politics,پاکستان اور انڈيا کے درميان بڑھتی ہوئی کشيدگی
742,bbc dataset,politics,پاکستان اور انڈیا کی کشیدگی پر آخر کشمیری کیا سوچتے ہیں؟
743,bbc dataset,politics,پاکستان اور انڈیا کے درمیان ثالث کا کردار ادا کرنے کو تیار ہیں ایران
744,bbc dataset,politics,پاکستان قطعی طور پر تنہائی کا شکار نہیں وزارتِ خارجہ
745,bbc dataset,politics,پاکستان مہاجرین کو پناہ دینے والا دنیا کا تیسرا بڑا ملک ہے
746,bbc dataset,politics,پاکستان میں 19 سال بعد مردم شماری
747,bbc dataset,politics,پاکستان میں جائیداد کے ذریعے کالا دھن سفید کرنے کا قانون منظور
748,bbc dataset,politics,پاکستان میں خواتین سیاست پر بحث کیوں نہیں کرتیں؟
749,bbc dataset,politics,پاکستان میں فضائی حادثات کی تاریخ
750,bbc dataset,politics,پاکستان میں پیمرا کا انڈین مواد نشر کرنے پر لائسنس کی فوری منسوخی کا فیصلہ
751,bbc dataset,politics,پاکستان میں چھٹی مردم شماری کا آغاز
752,bbc dataset,politics,پاکستان میں یومِ عاشور کے ماتمی جلوسوں کا پرامن اختتام
753,bbc dataset,politics,پاکستان میں یومِ عاشور کے موقع پر سخت سکیورٹی کے انتظامات
754,bbc dataset,politics,پاکستان پناہ گزینوں کے لیے تیسرا بڑا ملک
755,bbc dataset,politics,پاکستان کا نیا فوجی سربراہ کون ہوگا؟
756,bbc dataset,politics,پاکستانی آرمی چیف کا لائن آف کنٹرول کا دورہ
757,bbc dataset,politics,پاکستانی اداکاروں والی فلمیں نہ دکھانے کا فیصلہ
758,bbc dataset,politics,پاکستانی فنکاروں پر پابندی پر حکومتی فیصلہ تسلیم کریں گے امیتابھ بچن
759,bbc dataset,politics,پاکستانی فوج پر لائن آف کنٹرول پر فائرنگ کا الزام 
760,bbc dataset,politics,پاکستانی فوج کی قید میں موجود انڈین فوجی کی رہائی کے لیے کوششیں شروع
761,bbc dataset,politics,پاکستانی فوج کی کمان جنرل قمر جاوید باجوہ نے سنبھال لی
762,bbc dataset,politics,پاکستانی پارلیمان میں ’دستور گلی‘
763,bbc dataset,politics,پتہ کرو، کبوتر مسلمان ہے یا ہندو؟
764,bbc dataset,politics,پشاور بچوں کو پولیو کے قطرے پلانے سے انکاری والدین کو منانے کی کوشش
765,bbc dataset,politics,پشاور میں انسداد پولیو ٹیم کے محافظ پولیس اہلکاروں پر بم حملہ، ایک ہلاک
766,bbc dataset,politics,پشاور میں ایف سی قافلے پر حملہ، آٹھ افراد زخمی
767,bbc dataset,politics,پشاور میں تین افراد کے قتل کا معمہ تاحال حل نہ ہو سکا
768,bbc dataset,politics,پشاور میں جلائی جانے والی خواتین کے قتل کا معمہ حل
769,bbc dataset,politics,پشاور میں رنجیت سنگھ دور کی فصیل کو بچانے کی کوشش
770,bbc dataset,politics,پشاور میں نامعلوم افراد کی فائرنگ سے ڈی ایس پی ہلاک
771,bbc dataset,politics,پشاور کے ہسپتالوں میں 700 کیمرے نصب کرنے کا منصوبہ
772,bbc dataset,politics,پناہ گزین رہائشی علاقوں کا انتخاب نہیں کر سکتے 
773,bbc dataset,politics,پناہ گزینوں کے لیے لیبیا میں کیمپ کی تجویز
774,bbc dataset,politics,پنجاب الیکشن مالیرکوٹلہ میں بہن بھائی مدمقابل
775,bbc dataset,politics,پنجاب حکومت کے ساتھ کسانوں کے مذاکرات کامیاب، لاہور میں دھرنا ختم
776,bbc dataset,politics,پنجاب میں 50 سال میں پہلی مسلمان وزیر
777,bbc dataset,politics,پنجاب میں دوبارہ انگریز کے زمانے کا کمشنری نظام متعارف کرانے کا فیصلہ
778,bbc dataset,politics,پولیس اور نوجوانوں میں پتھراؤ ایک معمول
779,bbc dataset,politics,پولیس تشدد کی کہانی، انڈیا نے تمل فلم آسکرز کے لیے نامزد کردی
780,bbc dataset,politics,پولیس فائرنگ کا دفاع ممکن نہیں کشمیر وزیر
781,bbc dataset,politics,پولیس ٹریننگ کالج میں سکیورٹی کی صورتحال مثالی نہیں تھی انوار الحق کاکڑ
782,bbc dataset,politics,پولیس ٹریننگ کالج میں سکیورٹی کے انتظامات
783,bbc dataset,politics,پٹھان کوٹ حملے کی کوریج پر این ڈی ٹی وی کی نشریات 24 گھنٹے کے لیے بند
784,bbc dataset,politics,پہلا صدارتی مباحثہ، کون جیتا کون ہارا؟
785,bbc dataset,politics,پہلا مباحثہ نسل پرستی اور بے روزگاری پر بحث
786,bbc dataset,politics,پی آئی اے میں چھ ماہ کے لیے لازمی سروس ایکٹ نافذ
787,bbc dataset,politics,پی آئی اے کے طیارے کو حادثہ، تصاویر میں
788,bbc dataset,politics,پیارا میڈیا اور آرمی چیف
789,bbc dataset,politics,پیرس حملہ صالح کے وکیل ان کا دفاع نہیں کریں گے
790,bbc dataset,politics,پیپلز پارٹی نے لاہور میں بدھ کو اپنا انچاسواں یوم تاسیس منایا۔
791,bbc dataset,politics,چار مطالبات پورے نہ ہوئے تو لانگ مارچ کریں گے بلاول زرداری
792,bbc dataset,politics,چکوٹھی سیکٹر ’لوگ پریشان، فوج چوکنا ‘
793,bbc dataset,politics,چھروں والی بندوقوں کے استعمال کا دفاع ممکن نہیں کشمیری وزیر
794,bbc dataset,politics,چیئرمین جوائنٹ چیفس آف سٹاف کمیٹی جنرل راشد 24 نومبر سے الوداعی ملاقاتیں کریں گے
795,bbc dataset,politics,چین صنعتی پیداوار کو کنٹرول کرے اوباما
796,bbc dataset,politics,چین نے سپر کاروں پر دس فیصد اضافی ٹیکس عائد کر دیا
797,bbc dataset,politics,چین کے قطبی ریچھ کے لیے برطانیہ میں گھر کی امید
798,bbc dataset,politics,چین کےلیے امریکہ کو کمزور کرنے کا موقع 
799,bbc dataset,politics,ڈان کی خبر سکیورٹی لیک نہیں تھی وزیر داخلہ
800,bbc dataset,politics,ڈاکٹر شکیل آفریدی کی سزا کے خلاف اپیل پر سماعت ایک بار پھر ملتوی
801,bbc dataset,politics,ڈاکٹر شکیل آفریدی کی سزا کے خلاف اپیل کی سماعت چوبیسویں بار ملتوی
802,bbc dataset,politics,ڈونلڈ ٹرمپ سے گفتگو سے متعلق بیان پر پاکستان کی چپ
803,bbc dataset,politics,ڈونلڈ ٹرمپ کی فتح پر دہلی میں جشن
804,bbc dataset,politics,ڈھاکہ میں بھی ترک ڈراموں کے خلاف احتجاج
805,bbc dataset,politics,ڈی ٹی ایچ کی نیلامی پر پیمرا دباؤ میں
806,bbc dataset,politics,ڈیرہ اسماعیل خان سے تین غیر مقامی افراد کی تشدد زدہ لاشیں برآمد
807,bbc dataset,politics,ڈیلی موشن کے لاکھوں صارفین کی معلومات چوری کر لی گئیں
808,bbc dataset,politics,کابل امدادی ادارے پر حملہ، ایک شخص ہلاک
809,bbc dataset,politics,کابل دھماکوں میں کم سے کم 24 ہلاک، 91 زخمی
810,bbc dataset,politics,کابل میں مزار پر مسلح حملے میں شیعہ برادری کے 14 افراد ہلاک
811,bbc dataset,politics,کالعدم جماعت کے رہنما سے وزیرِ داخلہ کی ملاقات
812,bbc dataset,politics,کالے دھن سے پریشان صرف ایماندار شہری تھے مودی
813,bbc dataset,politics,کراچی ایم کیو ایم لندن کے درجنوں کارکن گرفتار
814,bbc dataset,politics,کراچی سرکلر ریلوے کا گمشدہ ٹریک
815,bbc dataset,politics,کراچی سے بھاری مقدار میں اسلحہ برآمد
816,bbc dataset,politics,کراچی میں راحیل شریف کی حمایت میں ایک بار پھر بینرز لگ گئے
817,bbc dataset,politics,کراچی میں پاکستانی فضائیہ کا جنگی طیارہ گر کر تباہ، پائلٹ ہلاک
818,bbc dataset,politics,کراچی میں کامیابی، بلوچستان میں ’ناکامی`
819,bbc dataset,politics,کراچی پولیس نے بڑی مقدار میں اسلحہ برآمد کر لیا
820,bbc dataset,politics,کرفیو کے باوجود سری نگر میں محرم کے جلوس
821,bbc dataset,politics,کرم ایجنسی میں ایف سی کی چوکی پر خودکش حملہ
822,bbc dataset,politics,کس کی صحافت زیادہ آزاد، انڈیا یا پاکستان؟
823,bbc dataset,politics,کشمیر احتجاج میں حصہ لینے والے سرکاری ملازمین برطرف
824,bbc dataset,politics,کشمیر بارہمولہ میں انڈین فوجی کیمپ پر حملے کے بعد کے مناظر
825,bbc dataset,politics,کشمیر طویل جھڑپ ختم، مکان زمین بوس، دو ہلاک
826,bbc dataset,politics,کشمیر میں احتجاج جاری
827,bbc dataset,politics,کشمیر میں احتجاج کی لہر جاری
828,bbc dataset,politics,کشمیر میں تشدد جاری، ایک اور نوجوان ہلاک
829,bbc dataset,politics,کشمیر میں نوجوانوں کی فوج میں بھرتی مہم
830,bbc dataset,politics,کشمیر میں کرفیو میں سـختی کے باوجود مظاہرے
831,bbc dataset,politics,کشمیر میں کرفیو کی خلاف ورزی کرنے پر درجنوں عزادار گرفتار
832,bbc dataset,politics,کشمیر میں کرفیو کے سائے تلے زندگی
833,bbc dataset,politics,کشمیر میں کرفیو کے سایے تلے زندگی
834,bbc dataset,politics,کشمیر ڈائری بچوں کی تعلیم کا معاملہ بھی سیاست کی زد پر
835,bbc dataset,politics,کشمیر ڈائری مظفر پنڈت کی موت کب ہوئی؟
836,bbc dataset,politics,کشمیر ڈائری ’جہاں قاتل ہی منصف ہیں‘
837,bbc dataset,politics,کشمیر کی 'آزادی کے ترانے' پر تنازع
838,bbc dataset,politics,کشمیر کے مسئلے کے حل تک صبر کر لیجیے!
839,bbc dataset,politics,کشمیر کے مقامی سکول بند، محلوں اور مسجدوں میں تدریس
840,bbc dataset,politics,کشمیری عوام انصاف کے اداروں سے بدظن
841,bbc dataset,politics,کشمیری معیشت کو 40 ہزار کروڑ کا خسارہ  
842,bbc dataset,politics,کشمیریوں کو سیاحوں کا انتظار
843,bbc dataset,politics,کشمیریوں کے خلاف ’مرچوں‘ والے کارتوس
844,bbc dataset,politics,کشمیریوں کے لیے کوئی محفوظ جگہ ہے؟
845,bbc dataset,politics,کشیدگی کے باوجود تعلقات برقرار
